"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007062","sister chromatid cohesion","9/880","63/18670",0.00264891916477145,0.0258854338914729,0.0220204109104312,"BUB1/HORMAD2/ESCO2/BUB1B/HASPIN/ESPL1/SGO1/STAG3/CDCA5",9
"GO:0006816","calcium ion transport","34/880","434/18670",0.00268485366307839,0.0261828249643239,0.0222733977312328,"PTH/MS4A1/CD19/FCRL3/P2RX5/TRPM8/CCL19/PRKCB/KCNN4/LCK/CORO1A/MCOLN2/FASLG/CXCR4/CD84/LILRB1/PTPRC/PLCB2/LPAR3/P2RX2/WNT3A/CCR7/CCR5/CACNG5/DHRS7C/CHRNA9/P2RX7/PKD2L1/METTL21C/XCL1/CXCL11/ATP2A3/PIK3CG/F2RL3",34
"GO:0030890","positive regulation of B cell proliferation","7/880","41/18670",0.00278844190214378,0.0271374131130925,0.0230854537846195,"FCRL3/CARD11/SASH3/PTPRC/WNT3A/NCKAP1L/IL2",7
"GO:0050830","defense response to Gram-positive bacterium","12/880","101/18670",0.00281315294714806,0.0272684732925903,0.0231969450201396,"TNF/LTA/TNFSF8/KLRC4-KLRK1/ACP5/MBL2/PGLYRP2/P2RX7/CARD9/PGLYRP4/LALBA/CHGA",12
"GO:0032731","positive regulation of interleukin-1 beta production","8/880","52/18670",0.00281336843594491,0.0272684732925903,0.0231969450201396,"AIM2/CCL19/PYHIN1/INAVA/IFNG/NOD2/P2RX7/NLRP7",8
"GO:0007254","JNK cascade","20/880","214/18670",0.00282157073585118,0.0272923884795036,0.0232172893668884,"EDAR/TNFSF11/NPHS1/TNF/CCL19/MAP4K1/TLR6/NCF1/CD40LG/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/PTPN22/TIAM1/NOD2/WNT16/CARD9/FCGR2B",20
"GO:0051056","regulation of small GTPase mediated signal transduction","28/880","338/18670",0.002828395803396,0.0273029120250742,0.0232262416138807,"PLEKHG7/P2RY10/GPR18/GPR174/RHOH/ARHGAP9/TAGAP/RAC2/ARHGAP30/VAV1/DEPDC1B/GPR55/GPR65/RASGRP1/RIPOR2/RASAL3/ARHGAP45/KIF14/MCF2L2/CYTH4/EPS8L3/TIAM1/ARHGAP4/RASGRF1/ARHGAP25/ARHGAP15/FGD3/F2RL3",28
"GO:0002675","positive regulation of acute inflammatory response","6/880","31/18670",0.00288410919066371,0.0277282336128658,0.0235880573041842,"TNFSF11/TNF/BTK/CCR7/PIK3CG/TAC1",6
"GO:0007202","activation of phospholipase C activity","6/880","31/18670",0.00288410919066371,0.0277282336128658,0.0235880573041842,"PTH/ITK/TXK/PLCB2/GPR55/S1PR4",6
"GO:0050871","positive regulation of B cell activation","15/880","142/18670",0.00289508165369228,0.0277776080441967,0.0236300595078534,"IGLL5/FCRL3/CD28/BTK/CARD11/SASH3/PTPRC/CD27/IGLL1/WNT3A/NCKAP1L/INPP5D/TBX21/IL2/NOD2",15
"GO:0046579","positive regulation of Ras protein signal transduction","9/880","64/18670",0.0029562851712719,0.028250925964022,0.0240327050702002,"P2RY10/GPR18/GPR174/VAV1/GPR55/GPR65/RASGRP1/RASGRF1/F2RL3",9
"GO:0050922","negative regulation of chemotaxis","9/880","64/18670",0.0029562851712719,0.028250925964022,0.0240327050702002,"CXCL13/STAP1/GPR18/WNT3A/KLRC4-KLRK1/HRG/ROBO2/PTPRO/CYP19A1",9
"GO:0008037","cell recognition","20/880","215/18670",0.00297734386387725,0.0283951491947732,0.0241553939467818,"IGLL5/ZPBP2/NCR3/CCL19/CD6/CD5/CXCR4/ASTL/DOCK2/IGLL1/CCR7/CRTAM/CNTNAP2/ROBO2/SPAM1/DOCK8/HVCN1/CDK5R1/FETUB/TNN",20
"GO:0006310","DNA recombination","25/880","292/18670",0.00301526824401402,0.0286993231465254,0.0244141508767956,"AICDA/VRTN/CD28/POLQ/CD40LG/IL7R/RMI2/PTPRC/TOP2A/WAS/BRIP1/H1-6/BATF/BCL11B/CDC45/FOXP3/TBX21/CCR6/IL2/TEX11/TCF7/BRCA2/EXO1/PIF1/BLM",25
"GO:0006925","inflammatory cell apoptotic process","5/880","22/18670",0.00309802864033941,0.0292530124987604,0.0248851673992176,"FASLG/CCR5/NOD2/PIK3CD/SLC7A11",5
"GO:0021516","dorsal spinal cord development","5/880","22/18670",0.00309802864033941,0.0292530124987604,0.0248851673992176,"GSX2/GDF7/WNT1/WNT3A/DRAXIN",5
"GO:0033622","integrin activation","5/880","22/18670",0.00309802864033941,0.0292530124987604,0.0248851673992176,"CXCL13/MZB1/SKAP1/KIF14/PLEK",5
"GO:0048305","immunoglobulin secretion","5/880","22/18670",0.00309802864033941,0.0292530124987604,0.0248851673992176,"LAX1/POU2F2/TNF/CD40LG/IL2",5
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","8/880","53/18670",0.00317944722586558,0.0299623551443452,0.0254885962077729,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE",8
"GO:0048663","neuron fate commitment","9/880","65/18670",0.00329111640084674,0.0309534050427463,0.0263316698099783,"ISL2/GSX2/POU4F1/WNT1/PTF1A/BCL11B/DMRTA2/ATOH1/FEV",9
"GO:0007229","integrin-mediated signaling pathway","12/880","103/18670",0.00331339472262177,0.0309792642140609,0.026353667879647,"ITGAD/ITGAL/ITGA4/FYB1/VAV1/TSPAN32/ITGAX/ITGB7/MADCAM1/PLEK/FYB2/ITGB2",12
"GO:0032652","regulation of interleukin-1 production","12/880","103/18670",0.00331339472262177,0.0309792642140609,0.026353667879647,"AIM2/CARD17/CCL19/PYHIN1/INAVA/IFNG/CCR7/ACP5/NR1H4/NOD2/P2RX7/NLRP7",12
"GO:0051983","regulation of chromosome segregation","12/880","103/18670",0.00331339472262177,0.0309792642140609,0.026353667879647,"AURKB/DLGAP5/BUB1/MKI67/RMI2/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3/CDCA5",12
"GO:0032651","regulation of interleukin-1 beta production","11/880","90/18670",0.003326385162776,0.0310250026687567,0.026392577004023,"AIM2/CARD17/CCL19/PYHIN1/INAVA/IFNG/CCR7/ACP5/NOD2/P2RX7/NLRP7",11
"GO:0050817","coagulation","28/880","342/18670",0.00333742416020856,0.0310250026687567,0.026392577004023,"P2RX5/PRKCB/LCK/CD40LG/APOH/VAV1/H3C12/WAS/P2RX2/WNT3A/PIK3R5/TSPAN32/DGKA/HRG/ADTRP/KNG1/P2RX7/F13B/DOCK8/PRKCG/TREML1/PLEK/PIK3CG/F2RL3/GP9/SERPINB2/SEMG2/SLC7A11",28
"GO:0021527","spinal cord association neuron differentiation","4/880","14/18670",0.0033574020538789,0.0310250026687567,0.026392577004023,"GSX2/GDF7/WNT1/WNT3A",4
"GO:0035112","genitalia morphogenesis","4/880","14/18670",0.0033574020538789,0.0310250026687567,0.026392577004023,"TIFAB/TP63/TCF7/NEUROG1",4
"GO:0070669","response to interleukin-2","4/880","14/18670",0.0033574020538789,0.0310250026687567,0.026392577004023,"IL2RG/IL2RB/IL2/JAK3",4
"GO:0098543","detection of other organism","4/880","14/18670",0.0033574020538789,0.0310250026687567,0.026392577004023,"TLR6/PGLYRP2/NOD2/PGLYRP4",4
"GO:0002761","regulation of myeloid leukocyte differentiation","13/880","117/18670",0.00347022271571759,0.0320054067908915,0.0272265943791307,"TNFSF11/IL23R/TNF/EVI2B/CAMK4/LILRB1/IFNG/POU4F1/GPR55/IL12B/IL17A/INPP5D/CARTPT",13
"GO:0007266","Rho protein signal transduction","19/880","203/18670",0.00349149062191959,0.0321392724752714,0.0273404722221373,"PTH/PLEKHG7/P2RY10/GPR18/GPR174/RHOH/RAC2/VAV1/WAS/GPR55/GPR65/RIPOR2/MCF2L2/EPS8L3/TIAM1/ARHGAP4/RASGRF1/FGD3/F2RL3",19
"GO:0002763","positive regulation of myeloid leukocyte differentiation","8/880","54/18670",0.00358147764072548,0.0328405627980974,0.0279370510216615,"TNFSF11/IL23R/TNF/EVI2B/IFNG/POU4F1/IL12B/IL17A",8
"GO:0021515","cell differentiation in spinal cord","8/880","54/18670",0.00358147764072548,0.0328405627980974,0.0279370510216615,"ISL2/GSX2/GDF7/MDGA2/WNT1/WNT3A/DRAXIN/TBX20",8
"GO:0045639","positive regulation of myeloid cell differentiation","11/880","91/18670",0.00362671465667426,0.0331914135598323,0.0282355153230146,"TNFSF11/IL23R/TNF/EVI2B/IFNG/POU4F1/IL12B/NCKAP1L/IL17A/INPP5D/HSPA1B",11
"GO:0050850","positive regulation of calcium-mediated signaling","7/880","43/18670",0.0036841166060561,0.0336520363305585,0.0286273612827392,"P2RX5/TNF/TRAT1/CD3E/ZAP70/P2RX2/CHP2",7
"GO:0010951","negative regulation of endopeptidase activity","22/880","250/18670",0.00375003175810914,0.0341885079249835,0.0290837308765633,"SERPINA9/CARD17/SERPINB7/CD27/SERPINA11/OVOS/BIRC3/SPOCK3/BIRC5/HRG/CRB2/KNG1/CR1/AHSG/NLRP7/FETUB/CST7/SERPINB12/SERPINB2/SPINK6/SPINK7/TIMP4",22
"GO:0002224","toll-like receptor signaling pathway","15/880","146/18670",0.00377502680606557,0.034350578527851,0.0292216022866624,"TLR10/FCRL3/IRF4/BTK/TLR6/LILRA4/TNIP3/TLR7/NLRP6/BIRC3/PTPN22/BPIFB1/NR1H4/GFI1/ITGB2",15
"GO:0009595","detection of biotic stimulus","5/880","23/18670",0.00380708882167124,0.034576213172392,0.0294135468223133,"TLR6/CRTAM/PGLYRP2/NOD2/PGLYRP4",5
"GO:0051897","positive regulation of protein kinase B signaling","17/880","176/18670",0.00404234782537909,0.0366429205732935,0.031171668644427,"CD19/IL26/TNFSF11/CD28/TNF/CCL19/ICOS/TRAT1/LCK/RAC2/VAV1/FGF23/CCR7/PIK3R5/CD86/PIK3CG/PIK3CD",17
"GO:0007638","mechanosensory behavior","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"TIFAB/STRA6/CNTNAP2/NEUROG1",4
"GO:0010455","positive regulation of cell fate commitment","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"IL23R/IL12RB1/WNT3A/IL12B",4
"GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"IL23R/CD84/RASGRP1/IL12B",4
"GO:0046851","negative regulation of bone remodeling","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"INPP5D/P2RX7/CARTPT/CALCA",4
"GO:2000402","negative regulation of lymphocyte migration","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"CD200R1/RIPOR2/KLRC4-KLRK1/ADTRP",4
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","4/880","15/18670",0.00440921342824566,0.0395168487853505,0.0336164829914418,"LILRB1/RUNX3/NCKAP1L/XCL1",4
"GO:0033047","regulation of mitotic sister chromatid segregation","9/880","68/18670",0.00447712434269983,0.0400500653137377,0.0340700835417957,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:0070838","divalent metal ion transport","36/880","483/18670",0.00461588180671755,0.0409889736222982,0.0348688009536189,"PTH/MS4A1/CD19/FCRL3/P2RX5/TRPM8/CCL19/PRKCB/KCNN4/LCK/CORO1A/MCOLN2/FASLG/CXCR4/CD84/LILRB1/PTPRC/IFNG/PLCB2/LPAR3/P2RX2/WNT3A/CCR7/CCR5/CACNG5/DHRS7C/CHRNA9/P2RX7/SLC39A2/PKD2L1/METTL21C/XCL1/CXCL11/ATP2A3/PIK3CG/F2RL3",36
"GO:0006063","uronic acid metabolic process","5/880","24/18670",0.00462514789560288,0.0409889736222982,0.0348688009536189,"UGT2B15/UGT2B17/UGT2B4/UGT2B28/UGT2B7",5
"GO:0007141","male meiosis I","5/880","24/18670",0.00462514789560288,0.0409889736222982,0.0348688009536189,"MEI1/DNMT3L/BRDT/MYBL1/BRCA2",5
"GO:0019585","glucuronate metabolic process","5/880","24/18670",0.00462514789560288,0.0409889736222982,0.0348688009536189,"UGT2B15/UGT2B17/UGT2B4/UGT2B28/UGT2B7",5
"GO:0046639","negative regulation of alpha-beta T cell differentiation","5/880","24/18670",0.00462514789560288,0.0409889736222982,0.0348688009536189,"RUNX3/FOXP3/TBX21/IL2/JAK3",5
"GO:0046718","viral entry into host cell","13/880","121/18670",0.00463467892443898,0.0409970947981507,0.0348757095351053,"CR2/GPR15/CXCR4/HAVCR1/SLAMF1/CCR5/NECTIN4/ITGB7/CR1/SELPLG/CD86/SLC52A1/HSPA1B",13
"GO:0048665","neuron fate specification","6/880","34/18670",0.00467285742939535,0.0412581233886688,0.0350977632525232,"ISL2/GSX2/POU4F1/DMRTA2/ATOH1/FEV",6
"GO:0048771","tissue remodeling","17/880","179/18670",0.00479467961229681,0.0422553338424454,0.0359460775611959,"PTH/TNFSF11/MC4R/RAC2/GPR55/HRG/ACP5/IL12B/INPP5D/IL2/WNT16/P2RX7/SNX10/DBH/CCR2/CARTPT/CALCA",17
"GO:0007596","blood coagulation","27/880","336/18670",0.00501304402625233,0.0440981081717835,0.0375137023542494,"P2RX5/PRKCB/LCK/CD40LG/APOH/VAV1/H3C12/WAS/P2RX2/WNT3A/PIK3R5/TSPAN32/DGKA/HRG/ADTRP/KNG1/P2RX7/F13B/DOCK8/PRKCG/TREML1/PLEK/PIK3CG/F2RL3/GP9/SERPINB2/SLC7A11",27
"GO:0002702","positive regulation of production of molecular mediator of immune response","11/880","95/18670",0.00505157799829209,0.0443511101545313,0.0377289279380515,"MZB1/CD28/C17orf99/SASH3/LILRB1/PTPRC/CD244/TBX21/IL2/NOD2/XCL1",11
"GO:0002793","positive regulation of peptide secretion","24/880","288/18670",0.00506044396173787,0.0443511101545313,0.0377289279380515,"BLK/IL26/AIM2/TNFSF11/TNF/CCL19/HMHB1/KCNN4/CD2/IFNG/CD244/ADCY8/RASGRP1/PTPN22/CRTAM/IL17A/IL2/NR1H4/NOD2/CLEC6A/P2RX7/NLRP7/LGALS9C/GRP",24
"GO:0033628","regulation of cell adhesion mediated by integrin","7/880","46/18670",0.00541700532940637,0.0472977132900144,0.0402355659223843,"CXCL13/CD3E/SKAP1/HRG/NCKAP1L/PDE3B/PIK3CG",7
"GO:0050706","regulation of interleukin-1 beta secretion","7/880","46/18670",0.00541700532940637,0.0472977132900144,0.0402355659223843,"AIM2/CARD17/CCL19/CCR7/NOD2/P2RX7/NLRP7",7
"GO:0032720","negative regulation of tumor necrosis factor production","9/880","70/18670",0.00543640453238872,0.0472977132900144,0.0402355659223843,"GPR18/LILRA4/LILRB1/SLAMF1/PTPN22/ACP5/FOXP3/NLRC3/NR1H4",9
"GO:0034121","regulation of toll-like receptor signaling pathway","9/880","70/18670",0.00543640453238872,0.0472977132900144,0.0402355659223843,"FCRL3/IRF4/TLR6/LILRA4/NLRP6/BIRC3/PTPN22/BPIFB1/GFI1",9
"GO:0002335","mature B cell differentiation","5/880","25/18670",0.00556075195885545,0.0482912747667757,0.0410807760925049,"CD19/POU2F2/C17orf99/DOCK10/FCGR2B",5
"GO:0072511","divalent inorganic cation transport","36/880","489/18670",0.00559940816084916,0.0482913900601369,0.0410808741711077,"PTH/MS4A1/CD19/FCRL3/P2RX5/TRPM8/CCL19/PRKCB/KCNN4/LCK/CORO1A/MCOLN2/FASLG/CXCR4/CD84/LILRB1/PTPRC/IFNG/PLCB2/LPAR3/P2RX2/WNT3A/CCR7/CCR5/CACNG5/DHRS7C/CHRNA9/P2RX7/SLC39A2/PKD2L1/METTL21C/XCL1/CXCL11/ATP2A3/PIK3CG/F2RL3",36
"GO:0002475","antigen processing and presentation via MHC class Ib","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"CD1A/CD1E/CD1C/CD1B",4
"GO:0010820","positive regulation of T cell chemotaxis","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"CXCL13/XCL2/XCL1/CCR2",4
"GO:0032604","granulocyte macrophage colony-stimulating factor production","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"IL23R/CD84/RASGRP1/IL12B",4
"GO:0033631","cell-cell adhesion mediated by integrin","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"CXCL13/CD3E/ITGA4/SKAP1",4
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"TNF/LCK/SKAP1/ALOX15",4
"GO:0043031","negative regulation of macrophage activation","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"PTPRC/TAFA3/FCGR2B/CST7",4
"GO:0043252","sodium-independent organic anion transport","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"SLCO6A1/SLCO5A1/SLCO1B1/SLCO4C1",4
"GO:0045623","negative regulation of T-helper cell differentiation","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"FOXP3/TBX21/IL2/JAK3",4
"GO:0051382","kinetochore assembly","4/880","16/18670",0.00566223905306921,0.0482913900601369,0.0410808741711077,"CENPA/CENPF/CENPK/CENPE",4
